,market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,prev_closing_price,change_price,change_rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,KRW-ETH,2018-10-08T00:00:00,2018-10-08T09:00:00,256500,262250,254000,260150,NaN,13339010047.880400,51752.12088747,256450,3700,0.0144277637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,KRW-ETH,2018-10-09T00:00:00,2018-10-09T09:00:00,260150,260700,256900,258400,2018-10-09 23:59:38.597,8359994670.513910,32293.5356165,260150,-1750,-0.0067268883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,KRW-ETH,2018-10-10T00:00:00,2018-10-10T09:00:00,258400,258650,253200,255750,2018-10-10 23:59:51.455,11153787642.362900,43648.01210163,258400,-2650,-0.010255418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,KRW-ETH,2018-10-11T00:00:00,2018-10-11T09:00:00,255650,255800,217700,220600,2018-10-11 23:59:59.232,25133730874.229000,107343.46641344,255750,-35150,-0.13743890520000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,KRW-ETH,2018-10-12T00:00:00,2018-10-12T09:00:00,220600,230800,219000,224750,NaN,15213252253.013300,67448.18205436,220600,4150,0.018812330000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,KRW-ETH,2018-10-13T00:00:00,2018-10-13T09:00:00,224350,230600,223900,228450,NaN,6882320878.0366,30183.86915922,224750,3700,0.0164627364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,KRW-ETH,2018-10-14T00:00:00,2018-10-14T09:00:00,228450,231000,221000,223600,2018-10-14 23:59:58.336,7957966681.697990,34869.65091654,228450,-4850,-0.0212300285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,KRW-ETH,2018-10-15T00:00:00,2018-10-15T09:00:00,223600,253350,220750,235250,2018-10-15 23:59:43.636,36378234311.05970,152486.56953308,223600,11650,0.0521019678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,KRW-ETH,2018-10-16T00:00:00,2018-10-16T09:00:00,235500,238200,231500,233900,2018-10-16 23:59:30.486,11294567684.09890,48252.42635907,235250,-1350,-0.0057385760000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,KRW-ETH,2018-10-17T00:00:00,2018-10-17T09:00:00,233900,235450,228950,231650,2018-10-17 23:59:27.995,10376421865.255900,44624.47167578,233900,-2250,-0.0096194955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,KRW-ETH,2018-10-18T00:00:00,2018-10-18T09:00:00,231700,233450,227200,228650,2018-10-18 23:59:46.082,9375604774.416060,40558.55817592,231650,-3000,-0.012950572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,KRW-ETH,2018-10-19T00:00:00,2018-10-19T09:00:00,228650,230400,226350,228950,2018-10-19 23:59:25.600,9152443917.299830,40031.49906683,228650,300,0.001312049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,KRW-ETH,2018-10-20T00:00:00,2018-10-20T09:00:00,228950,232050,227450,230750,2018-10-20 23:59:58.710,5595344241.052230,24331.41522713,228950,1800,0.0078619786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,KRW-ETH,2018-10-21T00:00:00,2018-10-21T09:00:00,230600,234400,229600,230100,2018-10-21 23:59:22.662,6066261710.496760,26195.96050557,230750,-650,-0.0028169014000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,KRW-ETH,2018-10-22T00:00:00,2018-10-22T09:00:00,230100,232000,227200,229300,2018-10-22 23:59:53.382,8155591249.304380,35513.37061757,230100,-800,-0.0034767492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,KRW-ETH,2018-10-23T00:00:00,2018-10-23T09:00:00,229300,230200,225700,228450,2018-10-23 23:59:50.324,7508509061.614030,32923.08651426,229300,-850,-0.0037069341000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,KRW-ETH,2018-10-24T00:00:00,2018-10-24T09:00:00,228500,229300,227500,228000,2018-10-24 23:59:58.867,7364347046.728230,32228.61193908,228450,-450,-0.0019697965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,KRW-ETH,2018-10-25T00:00:00,2018-10-25T09:00:00,228000,228050,225050,226550,2018-10-25 23:59:53.250,6810901265.00013,30090.03527472,228000,-1450,-0.0063596491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,KRW-ETH,2018-10-26T00:00:00,2018-10-26T09:00:00,226550,231450,225350,227800,2018-10-26 23:59:49.811,7581826941.69201,33293.3594879,226550,1250,0.0055175458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,KRW-ETH,2018-10-27T00:00:00,2018-10-27T09:00:00,227700,228900,227250,228650,2018-10-27 23:57:55.172,3494242443.958350,15317.55004972,227800,850,0.0037313433000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,KRW-ETH,2018-10-28T00:00:00,2018-10-28T09:00:00,228700,230000,227750,229100,2018-10-28 23:59:52.372,3702399378.6042800,16197.63405286,228650,450,0.0019680735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,KRW-ETH,2018-10-29T00:00:00,2018-10-29T09:00:00,229100,229150,218600,220000,2018-10-29 23:59:41.396,9404373568.630750,41879.45953819,229100,-9100,-0.039720646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,KRW-ETH,2018-10-30T00:00:00,2018-10-30T09:00:00,220000,222900,220000,222350,2018-10-30 23:59:37.003,7290048031.115390,32884.91820755,220000,2350,0.0106818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,KRW-ETH,2018-10-31T00:00:00,2018-10-31T09:00:00,222350,226000,218600,223350,2018-10-31 23:59:06.089,7831127881.003900,35302.00352479,222350,1000,0.004497414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,KRW-ETH,2018-11-01T00:00:00,2018-11-01T09:00:00,223250,224800,222450,224000,2018-11-01 23:59:33.637,5793130388.346710,25941.98317659,223350,650,0.0029102306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,KRW-ETH,2018-11-02T00:00:00,2018-11-02T09:00:00,224100,228000,223700,225900,2018-11-02 23:59:51.136,8580650615.714430,38079.43222647,224000,1900,0.0084821429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,KRW-ETH,2018-11-03T00:00:00,2018-11-03T09:00:00,225700,226250,222800,224200,2018-11-03 23:59:51.420,5350036271.866630,23847.41592571,225900,-1700,-0.0075254537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,KRW-ETH,2018-11-04T00:00:00,2018-11-04T09:00:00,224000,244000,222750,236000,2018-11-04 23:59:48.643,18357775266.07860,79552.36926043,224200,11800,0.0526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,KRW-ETH,2018-11-05T00:00:00,2018-11-05T09:00:00,236000,237950,232000,234200,2018-11-05 23:59:46.973,17637939007.517800,75206.98805165,236000,-1800,-0.007627118600000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,KRW-ETH,2018-11-06T00:00:00,2018-11-06T09:00:00,234200,245400,233150,244650,2018-11-06 23:59:59.699,23917588076.28980,100248.52767161,234200,10450,0.0446199829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,KRW-ETH,2018-11-07T00:00:00,2018-11-07T09:00:00,244650,250000,241400,243350,2018-11-07 23:58:41.432,27887898188.60790,113358.8636873,244650,-1300,-0.0053137135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,KRW-ETH,2018-11-08T00:00:00,2018-11-08T09:00:00,243350,245000,238200,239200,2018-11-08 23:59:03.907,17906462599.927600,74345.37902702,243350,-4150,-0.017053626500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,KRW-ETH,2018-11-09T00:00:00,2018-11-09T09:00:00,239200,241700,235300,238150,2018-11-09 23:59:25.097,13975337005.069800,58514.73423883,239200,-1050,-0.0043896321000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,KRW-ETH,2018-11-10T00:00:00,2018-11-10T09:00:00,238150,241800,237550,240150,2018-11-10 23:58:56.135,6218174537.60967,25929.71091413,238150,2000,0.0083980684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,KRW-ETH,2018-11-11T00:00:00,2018-11-11T09:00:00,240100,240750,235800,239250,2018-11-11 23:59:59.634,7492006509.276450,31358.99650212,240150,-900,-0.0037476577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,KRW-ETH,2018-11-12T00:00:00,2018-11-12T09:00:00,239250,240500,237400,239500,2018-11-12 23:58:31.259,10506299403.03580,43904.39827284,239250,250,0.0010449321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,KRW-ETH,2018-11-13T00:00:00,2018-11-13T09:00:00,239500,239800,235200,235950,2018-11-13 23:58:41.162,11808836552.421700,49741.1828812,239500,-3550,-0.014822547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,KRW-ETH,2018-11-14T00:00:00,2018-11-14T09:00:00,235950,236500,203050,214950,2018-11-14 23:59:58.979,34352120197.426100,155953.66206607,235950,-21000,-0.08900190720000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,KRW-ETH,2018-11-15T00:00:00,2018-11-15T09:00:00,214900,218000,197950,209300,2018-11-15 23:59:57.104,27717038044.17280,133979.07057475,214950,-5650,-0.026285182600000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,KRW-ETH,2018-11-16T00:00:00,2018-11-16T09:00:00,209100,210750,198650,201400,2018-11-16 23:59:58.755,14747366095.274700,71918.64361386,209300,-7900,-0.0377448638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,KRW-ETH,2018-11-17T00:00:00,2018-11-17T09:00:00,201400,202700,198700,200150,2018-11-17 23:59:57.904,11525947687.83880,57551.25027199,201400,-1250,-0.0062065541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,KRW-ETH,2018-11-18T00:00:00,2018-11-18T09:00:00,200150,206750,199800,203100,2018-11-18 23:59:52.353,9856237776.64311,48825.65900732,200150,2950,0.0147389458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,KRW-ETH,2018-11-19T00:00:00,2018-11-19T09:00:00,203100,203350,169400,172300,2018-11-19 23:59:53.503,41604450524.52270,228850.86432705,203100,-30800,-0.1516494338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,KRW-ETH,2018-11-20T00:00:00,2018-11-20T09:00:00,172500,176050,143850,152000,2018-11-20 23:59:59.058,55496805237.270500,348090.36580893,172300,-20300,-0.11781775970000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,KRW-ETH,2018-11-21T00:00:00,2018-11-21T09:00:00,152000,160500,144500,156500,2018-11-21 23:59:07.876,26891574036.632300,174392.82921329,152000,4500,0.029605263200000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,KRW-ETH,2018-11-22T00:00:00,2018-11-22T09:00:00,156750,160500,143400,143800,2018-11-22 23:59:59.582,14597846712.051800,95718.35280736,156500,-12700,-0.0811501597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,KRW-ETH,2018-11-23T00:00:00,2018-11-23T09:00:00,143800,147000,135550,142000,2018-11-23 23:59:54.345,21517802447.225700,152635.4200654,143800,-1800,-0.012517385300000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,KRW-ETH,2018-11-24T00:00:00,2018-11-24T09:00:00,141950,147150,129450,131300,2018-11-24 23:59:49.029,16126966823.854000,116093.44108219,142000,-10700,-0.0753521127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,KRW-ETH,2018-11-25T00:00:00,2018-11-25T09:00:00,131200,137750,116450,133750,2018-11-25 23:59:36.107,34514131650.22950,273562.84057041,131300,2450,0.0186595583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,KRW-ETH,2018-11-26T00:00:00,2018-11-26T09:00:00,133750,137050,120750,125150,2018-11-26 23:59:44.074,29840424468.292000,231190.47324321,133750,-8600,-0.06429906540000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,KRW-ETH,2018-11-27T00:00:00,2018-11-27T09:00:00,125100,129000,116500,126050,2018-11-27 23:59:45.251,17972293860.448900,147555.30834674,125150,900,0.0071913704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,KRW-ETH,2018-11-28T00:00:00,2018-11-28T09:00:00,125950,142300,125900,138100,2018-11-28 23:59:45.606,24192244540.644300,182814.45494647,126050,12050,0.0955969853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,KRW-ETH,2018-11-29T00:00:00,2018-11-29T09:00:00,138300,140100,130000,133000,2018-11-29 23:59:50.508,20948539206.719700,154972.87195019,138100,-5100,-0.036929761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,KRW-ETH,2018-11-30T00:00:00,2018-11-30T09:00:00,133000,135200,125950,128700,2018-11-30 23:59:56.582,17104952153.159600,130725.34443767,133000,-4300,-0.0323308271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,KRW-ETH,2018-12-01T00:00:00,2018-12-01T09:00:00,128750,136100,125750,133100,2018-12-01 23:59:57.603,11153642953.455000,85126.6242732,128700,4400,0.0341880342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,KRW-ETH,2018-12-02T00:00:00,2018-12-02T09:00:00,133050,135800,130550,131750,2018-12-02 23:59:58.570,8447405069.44441,63728.22315032,133100,-1350,-0.0101427498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,KRW-ETH,2018-12-03T00:00:00,2018-12-03T09:00:00,131700,132000,121000,122900,2018-12-03 23:59:53.048,9596651984.671960,75881.51511505,131750,-8850,-0.0671726755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,KRW-ETH,2018-12-04T00:00:00,2018-12-04T09:00:00,122900,127600,120000,124000,2018-12-04 23:59:49.555,11647904954.939800,93615.69431933,122900,1100,0.0089503662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,KRW-ETH,2018-12-05T00:00:00,2018-12-05T09:00:00,124000,124600,115700,116050,2018-12-05 23:59:59.051,10661149781.073700,88415.29789232,124000,-7950,-0.0641129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,KRW-ETH,2018-12-06T00:00:00,2018-12-06T09:00:00,116050,118050,102400,102900,2018-12-06 23:59:59.129,18237284174.42160,161618.43821495,116050,-13150,-0.11331322710000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,KRW-ETH,2018-12-07T00:00:00,2018-12-07T09:00:00,103250,110050,93500,105800,2018-12-07 23:59:59.223,26584017086.034200,269168.8456856,102900,2900,0.0281827017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,KRW-ETH,2018-12-08T00:00:00,2018-12-08T09:00:00,105800,111000,95730,102500,2018-12-08 23:59:49.571,17338621814.059500,167804.55787574,105800,-3300,-0.0311909263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,KRW-ETH,2018-12-09T00:00:00,2018-12-09T09:00:00,102500,111100,100350,105500,2018-12-09 23:59:51.779,12635567024.030200,120688.68610899,102500,3000,0.0292682927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,KRW-ETH,2018-12-10T00:00:00,2018-12-10T09:00:00,105550,107500,100050,101900,2018-12-10 23:59:38.399,10412854736.446600,100773.93011851,105500,-3600,-0.034123222700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,KRW-ETH,2018-12-11T00:00:00,2018-12-11T09:00:00,101900,103900,97500,99160,2018-12-11 23:59:52.822,10451261363.130800,104096.68428363,101900,-2740,-0.026889107000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,KRW-ETH,2018-12-12T00:00:00,2018-12-12T09:00:00,99370,102950,98220,100900,2018-12-12 23:59:32.416,9041606410.764390,89826.62476385,99160,1740,0.0175473981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,KRW-ETH,2018-12-13T00:00:00,2018-12-13T09:00:00,100950,102200,95700,97460,2018-12-13 23:59:56.698,9680080429.853690,97377.70062369,100900,-3440,-0.034093161500000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
